restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g187309-d17688954,Ada,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Steigweg 1 Località Affin, 86444 Munich, Bavaria Germany",48.44404,10.95969,Unclaimed,,,,"Italian, German",,,,"Italian, German",,,N,N,N,,,,,,,,,,,,,,,,,,
g187309-d17688958,DUETT Restaurant Crêperie München,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Leonrodstr. 73, 80636 Munich, Bavaria Germany",48.15821,11.54447,Claimed,,#1698 of 2846 Restaurants in Munich,#1890 of 3608 places to eat in Munich,"Mid-range, French, European",€€-€€€,€4-€20,,"French, European",,,N,N,N,,,,,5.0,4.0,All languages,4.0,4.0,0.0,0.0,0.0,0.0,,,,,
g187309-d17703767,Ho Vietnamesische Kuche & Sushi Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Zasingerstrasse 2, 81547 Munich, Bavaria Germany",48.1106,11.57612,Unclaimed,,#1580 of 2846 Restaurants in Munich,#1751 of 3608 places to eat in Munich,Mid-range,€€-€€€,,,,,,N,N,N,,,,,5.0,5.0,English,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.5,5.0,,
g187309-d17705302,La Burrita,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Rindermarkt 15, 80331 Munich, Bavaria Germany",48.136288,11.5744,Claimed,,#17 of 60 Quick Bites in Munich,#903 of 3608 places to eat in Munich,"Mid-range, Quick Bites, Mexican, South American",€€-€€€,€7-€11,,"Mexican, South American, Central American",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-22:00""], ""Tue"": [""11:00-22:00""], ""Wed"": [""11:00-22:00""], ""Thu"": [""11:00-22:00""], ""Fri"": [""11:00-22:00""], ""Sat"": [""11:00-22:00""], ""Sun"": [""14:00-21:00""]}",7.0,73.0,7.0,4.5,24.0,English,9.0,7.0,2.0,0.0,0.0,0.0,,,,,
g187309-d17709501,da ORA,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Plinganserstr. 6 Stemmerhof, 81369 Munich, Bavaria Germany",48.121716,11.540638,Claimed,,#2038 of 2846 Restaurants in Munich,#2279 of 3608 places to eat in Munich,"Cheap Eats, Italian",€,€2-€8,"Lunch, Dinner",Italian,,,N,N,N,"{""Mon"": [""11:00-22:00""], ""Tue"": [""11:00-22:00""], ""Wed"": [""11:00-22:00""], ""Thu"": [""11:00-22:00""], ""Fri"": [""11:00-22:00""], ""Sat"": [""11:00-22:00""], ""Sun"": [""12:00-22:00""]}",7.0,76.0,7.0,5.0,2.0,All languages,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g187309-d17711388,Guerickegarten,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Guerickestr. 6, 80805 Munich, Bavaria Germany",48.17574,11.59781,Unclaimed,,#1840 of 2846 Restaurants in Munich,#2047 of 3608 places to eat in Munich,Cheap Eats,€,,Dinner,,,,N,N,N,"{""Mon"": [], ""Tue"": [""16:00-23:00""], ""Wed"": [""16:00-23:00""], ""Thu"": [""16:00-23:00""], ""Fri"": [""16:00-23:00""], ""Sat"": [""16:00-23:00""], ""Sun"": [""16:00-23:00""]}",6.0,42.0,6.0,5.0,3.0,All languages,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
g187309-d17714234,Cigkofte von Efsane Giesing,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Balanstrasse 178, 81549 Munich, Bavaria Germany",48.10693,11.60391,Unclaimed,,,,Turkish,,,,Turkish,,,N,N,N,,,,,,,,,,,,,,,,,,
g187309-d17728744,Partenopeo bistrot,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Einsteinstrasse 103, 81675 Munich, Bavaria Germany",48.135708,11.606057,Claimed,,#977 of 2846 Restaurants in Munich,#1067 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, Seafood",€€-€€€,€3-€30,,"Italian, Seafood, Mediterranean, Neapolitan, Campania, Pizza, Southern-Italian",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-23:30""], ""Tue"": [""11:30-23:30""], ""Wed"": [""11:30-23:30""], ""Thu"": [""11:30-23:30""], ""Fri"": [""11:30-23:30""], ""Sat"": [""11:30-23:30""], ""Sun"": []}",6.0,72.0,6.0,4.5,18.0,English,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g187309-d1774068,Cafe Blue,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Implerstr. 2, 81371 Munich, Bavaria Germany",48.12378,11.54836,Unclaimed,,#1773 of 2846 Restaurants in Munich,#1973 of 3608 places to eat in Munich,"Mid-range, Cafe, European, Vegetarian Friendly",€€-€€€,,"Breakfast, Lunch, Dinner, After-hours","Cafe, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""08:00-00:00""], ""Tue"": [""08:00-00:00""], ""Wed"": [""08:00-00:00""], ""Thu"": [""08:00-00:00""], ""Fri"": [""08:00-00:00""], ""Sat"": [""08:00-00:00""], ""Sun"": [""08:00-00:00""]}",7.0,112.0,7.0,3.5,71.0,English,10.0,0.0,5.0,3.0,1.0,1.0,3.5,3.5,3.5,4.0,
g187309-d17750777,Marta Trattoria and Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Leopoldstrasse 156 Schwabinger Tor, 80804 Munich, Bavaria Germany",48.170147,11.58686,Claimed,,#1359 of 2846 Restaurants in Munich,#1499 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,€8-€17,,"Italian, Mediterranean, Pizza",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""17:00-21:30""], ""Tue"": [""17:00-21:30""], ""Wed"": [""17:00-21:30""], ""Thu"": [""17:00-21:30""], ""Fri"": [""17:00-21:30""], ""Sat"": [""17:00-21:30""], ""Sun"": [""17:00-21:30""]}",7.0,31.5,7.0,3.5,51.0,English,6.0,4.0,1.0,0.0,1.0,0.0,3.5,4.0,3.0,,
g187309-d1775149,Osteria Veneta,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Utzschneiderstr. 4, 80469 Munich, Bavaria Germany",48.134186,11.575322,Unclaimed,Certificate of Excellence 2015,#541 of 2846 Restaurants in Munich,#582 of 3608 places to eat in Munich,"Mid-range, Italian, Mediterranean, European",€€-€€€,,"Dinner, After-hours","Italian, Mediterranean, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [""18:00-00:00""], ""Wed"": [""18:00-00:00""], ""Thu"": [""18:00-00:00""], ""Fri"": [""18:00-00:00""], ""Sat"": [""18:00-00:00""], ""Sun"": []}",5.0,30.0,5.0,4.5,109.0,English,38.0,27.0,6.0,3.0,1.0,1.0,4.5,4.5,4.0,4.5,"seafood, daily specials, dining experience, last night, chalkboard"
g187309-d17752479,Mr. Ben  Cafe und Backerei,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Turkenstrasse 67, 80799 Munich, Bavaria Germany",48.1515,11.57653,Unclaimed,,#176 of 217 Coffee & Tea in Munich,#2596 of 3608 places to eat in Munich,"Cheap Eats, Italian",€,€2-€8,,Italian,,,N,N,N,,,,,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d17752917,Passaparola Haidhausen,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Sedanstraße 20, 81667 Munich, Bavaria Germany",48.12958,11.59844,Claimed,,#1841 of 2846 Restaurants in Munich,#2049 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,€7-€20,,"Italian, Pizza, Mediterranean, Northern-Italian",,,N,N,N,,,,,5.0,3.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d17754689,Forno e Cucina,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Ehrengutstr. 27, 80469 Munich, Bavaria Germany",48.12121,11.562863,Unclaimed,,#1761 of 2846 Restaurants in Munich,#1960 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,,,"Italian, Pizza, Southern-Italian, Mediterranean",,Reservations,N,N,N,,,,,4.5,8.0,All languages,8.0,5.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,,
g187309-d17756055,Ginkgo Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Schellingstr. 147, 80797 Munich, Bavaria Germany",48.154655,11.560136,Claimed,,#1827 of 2846 Restaurants in Munich,#2034 of 3608 places to eat in Munich,"Mid-range, Bar, Cafe, Asian",€€-€€€,€10-€30,"Lunch, Dinner, Drinks","Bar, Cafe, Asian, Pub, Vietnamese",,,N,N,N,"{""Mon"": [], ""Tue"": [""12:00-00:00""], ""Wed"": [""12:00-00:00""], ""Thu"": [""12:00-00:00""], ""Fri"": [""12:00-00:00""], ""Sat"": [""13:00-00:00""], ""Sun"": [""13:00-23:00""]}",6.0,69.0,6.0,5.0,3.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d17757192,FINESSE Schank & Speisewirtschaft,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Meyerbeerstr. 113 TC Blutenburg, 81247 Munich, Bavaria Germany",48.163177,11.466865,Claimed,,#2257 of 2846 Restaurants in Munich,#2521 of 3608 places to eat in Munich,"Mid-range, German, International, Mediterranean",€€-€€€,€6-€16,"Lunch, Dinner, After-hours, Drinks","German, International, Mediterranean",,,N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d17760387,Osteria dagli Artisti,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Stupfstraße 21, 80634 Munich, Bavaria Germany",48.150043,11.525861,Unclaimed,,#1572 of 2846 Restaurants in Munich,#1743 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,,"Lunch, Dinner","Italian, Mediterranean, Pizza, Diner, Calabrian, Southern-Italian",,Reservations,N,N,N,"{""Mon"": [""11:30-14:00"", ""18:00-23:00""], ""Tue"": [], ""Wed"": [""11:30-14:00"", ""18:00-23:00""], ""Thu"": [""11:30-14:00"", ""18:00-23:00""], ""Fri"": [""11:30-14:00"", ""18:00-23:00""], ""Sat"": [""18:00-23:00""], ""Sun"": [""11:30-23:00""]}",6.0,46.5,10.0,4.5,9.0,All languages,9.0,7.0,0.0,1.0,0.0,1.0,,,,,
g187309-d17763495,ABACCO'S STEAKHOUSE Munich,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Oberanger 31, 80331 Munich, Bavaria Germany",48.134415,11.57059,Claimed,,#580 of 2846 Restaurants in Munich,#623 of 3608 places to eat in Munich,"Mid-range, Steakhouse, Barbecue",€€-€€€,€6-€50,"Lunch, Dinner, After-hours, Drinks","Steakhouse, Barbecue",,,N,N,N,"{""Mon"": [""11:30-21:00""], ""Tue"": [""11:30-21:00""], ""Wed"": [""11:30-21:00""], ""Thu"": [""11:30-21:00""], ""Fri"": [""11:30-21:00""], ""Sat"": [""11:30-21:00""], ""Sun"": [""11:30-21:00""]}",7.0,66.5,7.0,4.0,64.0,English,9.0,4.0,2.0,2.0,0.0,1.0,4.5,4.0,4.5,,
g187309-d1776812,Lehel Bar Food Club,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Karl-Scharnagl-Ring 6 Ecke Bürleinstrasse/Zentrum, 80539 Munich, Bavaria Germany",48.13927,11.584756,Claimed,Certificate of Excellence 2017,#619 of 2846 Restaurants in Munich,#663 of 3608 places to eat in Munich,"Mid-range, International, European, Contemporary",€€-€€€,€7-€28,,"International, European, Contemporary, Pub","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:00-03:00""], ""Tue"": [""11:00-03:00""], ""Wed"": [""11:00-03:00""], ""Thu"": [""11:00-03:00""], ""Fri"": [""11:00-03:00""], ""Sat"": [""11:00-03:00""], ""Sun"": []}",6.0,96.0,6.0,4.0,92.0,English,23.0,12.0,8.0,1.0,1.0,1.0,4.5,4.5,4.0,4.5,
g187309-d17781425,Cafe ArtTum,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Gabelsbergerstr. 22, 80333 Munich, Bavaria Germany",48.14856,11.56531,Unclaimed,,#212 of 217 Coffee & Tea in Munich,#3102 of 3608 places to eat in Munich,Cafe,,,,Cafe,,,N,N,N,,,,,2.0,2.0,English,1.0,0.0,0.0,0.0,0.0,1.0,,,,,
g187309-d17788628,Geiger's Café & Bistro,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Fasangartenstr. 99, 81549 Munich, Bavaria Germany",48.089478,11.611677,Claimed,,#140 of 217 Coffee & Tea in Munich,#2144 of 3608 places to eat in Munich,"Mid-range, Bar, Cafe, International",€€-€€€,€5-€25,"Breakfast, Lunch, Dinner, After-hours, Drinks","Bar, Pub, Cafe, International",,,N,N,N,"{""Mon"": [""09:00-22:00""], ""Tue"": [""09:00-22:00""], ""Wed"": [""09:00-22:00""], ""Thu"": [""09:00-22:00""], ""Fri"": [""09:00-22:00""], ""Sat"": [""09:30-22:00""], ""Sun"": [""09:30-22:00""]}",7.0,90.0,7.0,4.5,3.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d17790953,Segafredo,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Terminalstrasse Mitte 18, 85356 Munich, Bavaria Germany",48.35393,11.78744,Claimed,,#2534 of 2846 Restaurants in Munich,#2830 of 3608 places to eat in Munich,"Cheap Eats, Italian",€,€2-€5,,Italian,,,N,N,N,,,,,3.5,3.0,English,1.0,0.0,0.0,0.0,0.0,1.0,,,,,
g187309-d17795574,Feuer & Flamme Steakhouse Burgermanufaktur,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Anton-Boeck-Str. 32, 81249 Munich, Bavaria Germany",48.13557,11.41256,Claimed,,#1195 of 2846 Restaurants in Munich,#1312 of 3608 places to eat in Munich,Mid-range,€€-€€€,,"Dinner, Lunch, Drinks",,,"Reservations, Seating, Table Service, Parking Available, Family style",N,N,N,"{""Mon"": [""17:00-22:00""], ""Tue"": [""17:00-22:00""], ""Wed"": [""17:00-22:00""], ""Thu"": [""17:00-22:00""], ""Fri"": [""17:00-22:00""], ""Sat"": [""12:00-22:00""], ""Sun"": [""12:00-22:00""]}",7.0,45.0,7.0,4.5,11.0,All languages,11.0,8.0,1.0,2.0,0.0,0.0,4.5,4.5,4.5,,
g187309-d17810172,Sushi Bin,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Kirchtruderinger Str. 22 Penny, 81829 Munich, Bavaria Germany",48.12551,11.67402,Unclaimed,,#2490 of 2846 Restaurants in Munich,#2784 of 3608 places to eat in Munich,"Sushi, Fusion, Soups",,,,"Sushi, Fusion, Soups",,,N,N,N,,,,,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g187309-d17810230,BOB'S im alten Pumpenwerk,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Kaflerstrasse 16, 81241 Munich, Bavaria Germany",48.149925,11.457564,Unclaimed,,#1315 of 2846 Restaurants in Munich,#1451 of 3608 places to eat in Munich,Mid-range,€€-€€€,,"Lunch, Dinner",,,Reservations,N,N,N,"{""Mon"": [""11:30-12:00""], ""Tue"": [""11:30-12:00""], ""Wed"": [""11:30-12:00""], ""Thu"": [""11:30-12:00""], ""Fri"": [""11:30-02:00""], ""Sat"": [""11:30-02:00""], ""Sun"": [""11:30-12:00""]}",7.0,31.5,7.0,4.5,10.0,English,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,,
g187309-d17815470,La Violetta Cafe,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Frauenstraße 15, 80469 Munich, Bavaria Germany",48.13456,11.578635,Claimed,,#47 of 217 Coffee & Tea in Munich,#1021 of 3608 places to eat in Munich,"Cheap Eats, Italian, French, Cafe",€,€2-€15,"Breakfast, Lunch, Brunch, Drinks","Cafe, Italian, French, International, Greek",,,N,N,N,"{""Mon"": [], ""Tue"": [""09:00-18:00""], ""Wed"": [""09:00-18:00""], ""Thu"": [""09:00-18:00""], ""Fri"": [""09:00-18:00""], ""Sat"": [""09:00-18:00""], ""Sun"": []}",5.0,45.0,5.0,5.0,12.0,All languages,12.0,11.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,,
g187309-d17815791,BAMI HOUSE 1976 - Holzstrasse,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Holzstraße 19, 80469 Munich, Bavaria Germany",48.129734,11.567666,Claimed,,#2738 of 2846 Restaurants in Munich,#3062 of 3608 places to eat in Munich,"Cheap Eats, Asian, Vietnamese, Street Food",€,€3-€9,,"Asian, Vietnamese, Street Food",,,N,N,N,,,,,2.5,7.0,English,3.0,0.0,2.0,1.0,0.0,0.0,,,,,
g187309-d17817815,Kubaschewski,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Karlsplatz 5, 80335 Munich, Bavaria Germany",48.13978,11.566877,Claimed,,#1653 of 2846 Restaurants in Munich,#1838 of 3608 places to eat in Munich,"Mid-range, Austrian, International, European",€€-€€€,€8-€30,"Lunch, Dinner, After-hours, Drinks","Austrian, International, European",,,N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [""17:00-00:00""], ""Fri"": [""17:00-00:00""], ""Sat"": [""15:00-00:00""], ""Sun"": [""11:00-17:00""]}",4.0,29.0,4.0,4.0,14.0,All languages,14.0,10.0,0.0,1.0,2.0,1.0,,,,,
g187309-d17839441,Slurp Nudelbar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Prielmayerstrasse 3, 80335 Munich, Bavaria Germany",48.140835,11.562212,Unclaimed,,#902 of 2846 Restaurants in Munich,#981 of 3608 places to eat in Munich,"Chinese, Asian, Soups",,,"Lunch, Dinner","Chinese, Asian, Soups",,"Reservations, Table Service",N,N,N,,,,,5.0,12.0,English,4.0,4.0,0.0,0.0,0.0,0.0,,,,,
g187309-d1788827,Lori's,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Loristr. 14, 80335 Munich, Bavaria Germany",48.15096,11.55182,Unclaimed,,#1700 of 2846 Restaurants in Munich,#1892 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza",€€-€€€,,Dinner,"Pizza, Italian",,"Reservations, Seating, Serves Alcohol, Table Service",N,N,N,,,,,4.0,29.0,English,5.0,2.0,0.0,1.0,0.0,2.0,4.0,3.5,4.0,4.5,
g187309-d1788983,Sarovar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Fuerstenstr. 12, 80333 Munich, Bavaria Germany",48.147373,11.577447,Unclaimed,,#1959 of 2846 Restaurants in Munich,#2182 of 3608 places to eat in Munich,"Mid-range, Indian, Asian, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","Indian, Asian","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:30-14:30"", ""17:30-00:00""], ""Tue"": [""11:30-14:30"", ""17:30-00:00""], ""Wed"": [""11:30-14:30"", ""17:30-00:00""], ""Thu"": [""11:30-14:30"", ""17:30-00:00""], ""Fri"": [""11:30-14:30"", ""17:30-00:00""], ""Sat"": [""11:30-14:30"", ""17:30-00:00""], ""Sun"": [""11:30-14:30"", ""17:30-00:00""]}",7.0,66.5,14.0,3.5,81.0,English,34.0,13.0,9.0,2.0,1.0,9.0,3.5,3.5,3.5,3.5,
g187309-d1791113,Waldfee,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Occamstr. 13, 80802 Munich, Bavaria Germany",48.162354,11.589864,Unclaimed,"Certificate of Excellence 2019, Certificate of Excellence 2016",#652 of 2846 Restaurants in Munich,#700 of 3608 places to eat in Munich,"Mid-range, Austrian, European, Central European",€€-€€€,,"Lunch, Dinner","Austrian, Central European, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-01:00""], ""Sat"": [""11:00-01:00""], ""Sun"": [""11:00-23:00""]}",7.0,88.0,7.0,4.0,127.0,English,17.0,7.0,5.0,4.0,0.0,1.0,4.0,4.0,4.0,4.5,
g187309-d17912404,Eiscafe Bacio,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Wolfratshauser Str. 153, 81479 Munich, Bavaria Germany",48.08073,11.52881,Unclaimed,,#165 of 217 Coffee & Tea in Munich,#2381 of 3608 places to eat in Munich,"Dessert, Italian, Bar, Cafe",,,,"Italian, Bar, Cafe, Pub",,,N,N,N,,,,,4.5,2.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d17913060,Vu Jaa Restaurant,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Herterichstrasse 136, 81477 Munich, Bavaria Germany",48.07971,11.50312,Claimed,,#899 of 2846 Restaurants in Munich,#977 of 3608 places to eat in Munich,"Mid-range, Asian, Vietnamese",€€-€€€,€7-€27,"Lunch, Dinner, Drinks","Vietnamese, Asian",,,N,N,N,"{""Mon"": [""11:30-15:00"", ""17:30-23:00""], ""Tue"": [""11:30-15:00"", ""17:30-23:00""], ""Wed"": [""11:30-15:00"", ""17:30-23:00""], ""Thu"": [""11:30-15:00"", ""17:30-23:00""], ""Fri"": [""11:30-15:00"", ""17:30-23:00""], ""Sat"": [""11:30-15:00"", ""17:30-23:00""], ""Sun"": [""11:30-15:00"", ""17:30-23:00""]}",7.0,63.0,14.0,5.0,13.0,All languages,13.0,11.0,1.0,1.0,0.0,0.0,4.5,4.5,4.0,,
g187309-d1795466,Al Caminetto,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Diefenbachstr. 39, 81479 Munich, Bavaria Germany",48.077915,11.520193,Claimed,,#1280 of 2846 Restaurants in Munich,#1410 of 3608 places to eat in Munich,"Fine Dining, Italian, Vegetarian Friendly",€€€€,,"Dinner, Lunch",Italian,Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-14:30"", ""17:30-22:00""], ""Tue"": [""11:30-14:30"", ""17:30-22:00""], ""Wed"": [""11:30-14:30"", ""17:30-22:00""], ""Thu"": [""11:30-14:30"", ""17:30-22:00""], ""Fri"": [""11:30-14:30"", ""17:30-22:00""], ""Sat"": [], ""Sun"": [""11:30-14:30"", ""17:30-22:00""]}",6.0,45.0,12.0,4.0,31.0,English,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,3.5,4.5,
g187309-d1796885,Monsoon Glockenbach Restaurant,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Hans-Sachs-Str. 9, 80469 Munich, Bavaria Germany",48.12959,11.569924,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2013",#549 of 2846 Restaurants in Munich,#590 of 3608 places to eat in Munich,"Mid-range, Asian, Vietnamese, Vegetarian Friendly",€€-€€€,€10-€20,,"Vietnamese, Asian","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:30-14:30"", ""18:00-23:00""], ""Tue"": [""11:30-14:30"", ""18:00-23:00""], ""Wed"": [""11:30-14:30"", ""18:00-23:00""], ""Thu"": [""11:30-14:30"", ""18:00-23:00""], ""Fri"": [""11:30-14:30"", ""18:00-23:00""], ""Sat"": [""11:30-14:30"", ""18:00-23:00""], ""Sun"": [""11:30-14:30"", ""18:00-23:00""]}",7.0,56.0,14.0,4.0,121.0,English,23.0,10.0,8.0,3.0,1.0,1.0,4.0,3.5,3.5,3.5,
g187309-d1802152,Künstlerhaus,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Lenbachplatz 8, 80333 Munich, Bavaria Germany",48.14016,11.56769,Unclaimed,,#2088 of 2846 Restaurants in Munich,#2340 of 3608 places to eat in Munich,"Fine Dining, Steakhouse, Barbecue, European",€€€€,€20-€25,,"Steakhouse, Barbecue, European",Vegetarian Friendly,,Y,N,N,,,,,3.5,37.0,English,16.0,5.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.5,
